#TYPE Selected.System.IO.FileInfo
"FullName","CreationTime","LastWriteTime","Length","Owner"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Shaco.en_US.wad.client","12/8/2019 9:22:15 PM","12/13/2021 6:17:01 PM","3752585","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Shaco.wad.client","12/8/2019 9:22:15 PM","2/16/2022 6:28:23 PM","31698175","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Shen.en_US.wad.client","12/8/2019 9:22:16 PM","12/13/2021 6:17:01 PM","1799041","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Shen.wad.client","12/8/2019 9:22:16 PM","2/16/2022 6:28:23 PM","44137431","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Shyvana.en_US.wad.client","12/8/2019 9:22:17 PM","12/13/2021 6:17:01 PM","6487651","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Shyvana.wad.client","12/8/2019 9:22:18 PM","2/16/2022 6:28:23 PM","33793945","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Singed.en_US.wad.client","12/8/2019 9:22:19 PM","12/13/2021 6:17:01 PM","1011166","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Singed.wad.client","12/8/2019 9:22:19 PM","2/16/2022 6:28:23 PM","24798030","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sion.en_US.wad.client","12/8/2019 9:22:20 PM","12/13/2021 6:17:01 PM","15194425","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sion.wad.client","12/8/2019 9:22:22 PM","2/16/2022 6:28:23 PM","44098446","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sivir.en_US.wad.client","12/8/2019 9:22:23 PM","12/13/2021 6:17:02 PM","1337643","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sivir.wad.client","12/8/2019 9:22:23 PM","2/16/2022 6:28:23 PM","50000175","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Skarner.en_US.wad.client","12/8/2019 9:22:26 PM","12/13/2021 6:17:02 PM","5279496","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Skarner.wad.client","12/8/2019 9:22:26 PM","2/16/2022 6:28:23 PM","23522892","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sona.en_US.wad.client","12/8/2019 9:22:26 PM","12/13/2021 6:17:02 PM","24339690","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sona.wad.client","12/8/2019 9:22:27 PM","2/16/2022 6:28:23 PM","126586599","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Soraka.en_US.wad.client","12/8/2019 9:22:34 PM","12/13/2021 6:17:02 PM","13398264","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Soraka.wad.client","12/8/2019 9:22:35 PM","2/16/2022 6:28:23 PM","54714119","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Swain.en_US.wad.client","12/8/2019 9:22:37 PM","12/13/2021 6:17:02 PM","30244240","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Swain.wad.client","12/8/2019 9:22:39 PM","2/16/2022 6:28:23 PM","62838822","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sylas.en_US.wad.client","12/8/2019 9:22:42 PM","12/13/2021 6:17:02 PM","10993084","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sylas.wad.client","12/8/2019 9:22:43 PM","2/16/2022 6:28:23 PM","31543845","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Syndra.en_US.wad.client","12/8/2019 9:22:43 PM","12/13/2021 6:17:02 PM","1558424","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Syndra.wad.client","12/8/2019 9:22:43 PM","2/16/2022 6:28:23 PM","48046516","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\TahmKench.en_US.wad.client","12/8/2019 9:22:44 PM","12/13/2021 6:17:02 PM","7356088","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\TahmKench.wad.client","12/8/2019 9:22:46 PM","2/16/2022 6:28:23 PM","40025486","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Taliyah.en_US.wad.client","12/8/2019 9:22:47 PM","12/13/2021 6:17:02 PM","10290985","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Taliyah.wad.client","12/8/2019 9:22:48 PM","2/16/2022 6:28:23 PM","28728011","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Talon.en_US.wad.client","12/8/2019 9:22:50 PM","12/13/2021 6:17:02 PM","684452","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Talon.wad.client","12/8/2019 9:22:50 PM","2/16/2022 6:28:23 PM","31919897","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Taric.en_US.wad.client","12/8/2019 9:22:51 PM","12/13/2021 6:17:02 PM","5739956","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Taric.wad.client","12/8/2019 9:22:52 PM","2/16/2022 6:28:23 PM","24672196","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Teemo.en_US.wad.client","12/8/2019 9:22:53 PM","12/13/2021 6:17:02 PM","3483294","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Teemo.wad.client","12/8/2019 9:22:53 PM","2/16/2022 6:28:23 PM","33772108","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\TFTChampion.en_US.wad.client","12/8/2019 9:22:44 PM","12/13/2021 6:17:02 PM","272","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\TFTChampion.wad.client","12/8/2019 9:22:44 PM","1/31/2022 7:36:29 PM","4646","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Thresh.en_US.wad.client","12/8/2019 9:22:55 PM","2/16/2022 6:28:23 PM","31790949","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Thresh.wad.client","12/8/2019 9:22:56 PM","2/16/2022 6:28:23 PM","85106844","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Tristana.en_US.wad.client","12/8/2019 9:22:59 PM","1/5/2022 7:02:16 PM","11968230","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Tristana.wad.client","12/8/2019 9:23:00 PM","2/16/2022 6:28:23 PM","48533843","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Trundle.en_US.wad.client","12/8/2019 9:23:02 PM","12/13/2021 6:17:02 PM","2309384","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Trundle.wad.client","12/8/2019 9:23:02 PM","2/16/2022 6:28:23 PM","18727021","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Tryndamere.en_US.wad.client","12/8/2019 9:23:03 PM","12/13/2021 6:17:02 PM","2168530","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Tryndamere.wad.client","12/8/2019 9:23:03 PM","2/16/2022 6:28:23 PM","29829717","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\TwistedFate.en_US.wad.client","12/8/2019 9:23:04 PM","12/13/2021 6:17:02 PM","3171873","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\TwistedFate.wad.client","12/8/2019 9:23:04 PM","2/16/2022 6:28:23 PM","40717717","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Twitch.en_US.wad.client","12/8/2019 9:23:06 PM","12/13/2021 6:17:02 PM","8766041","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Twitch.wad.client","12/8/2019 9:23:07 PM","2/16/2022 6:28:23 PM","43553494","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Udyr.en_US.wad.client","12/8/2019 9:23:08 PM","12/13/2021 6:17:02 PM","2981329","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Udyr.wad.client","12/8/2019 9:23:08 PM","2/16/2022 6:28:23 PM","23630634","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Urgot.en_US.wad.client","12/8/2019 9:23:10 PM","12/13/2021 6:17:02 PM","26850288","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Urgot.wad.client","12/8/2019 9:23:13 PM","2/16/2022 6:28:23 PM","34644539","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Varus.en_US.wad.client","12/8/2019 9:23:14 PM","12/13/2021 6:17:02 PM","6532062","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Varus.wad.client","12/8/2019 9:23:14 PM","2/16/2022 6:28:24 PM","44914757","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Vayne.en_US.wad.client","12/8/2019 9:23:17 PM","2/16/2022 6:28:25 PM","24876981","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Vayne.wad.client","12/8/2019 9:23:19 PM","2/16/2022 6:28:25 PM","50706511","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Veigar.en_US.wad.client","12/8/2019 9:23:20 PM","12/13/2021 6:17:02 PM","6684776","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Veigar.wad.client","12/8/2019 9:23:20 PM","2/16/2022 6:28:25 PM","39763284","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Velkoz.en_US.wad.client","12/8/2019 9:23:22 PM","2/16/2022 6:28:25 PM","9113201","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Velkoz.wad.client","12/8/2019 9:23:23 PM","2/16/2022 6:28:25 PM","35488566","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Vex.en_US.wad.client","9/24/2021 10:38:01 PM","12/13/2021 6:17:02 PM","5554335","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Vex.wad.client","9/24/2021 10:38:02 PM","2/16/2022 6:28:25 PM","16601329","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Vi.en_US.wad.client","12/8/2019 9:23:24 PM","12/13/2021 6:17:02 PM","3900142","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Vi.wad.client","12/8/2019 9:23:25 PM","2/16/2022 6:28:25 PM","36993917","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Viego.en_US.wad.client","1/21/2021 11:08:00 PM","1/5/2022 7:02:16 PM","8338849","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Viego.wad.client","1/21/2021 11:08:01 PM","2/16/2022 6:28:25 PM","27435395","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Viktor.en_US.wad.client","12/8/2019 9:23:27 PM","12/13/2021 6:17:02 PM","2359466","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Viktor.wad.client","12/8/2019 9:23:27 PM","2/16/2022 6:28:25 PM","24881919","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Vladimir.en_US.wad.client","12/8/2019 9:23:28 PM","12/13/2021 6:17:02 PM","6783273","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Vladimir.wad.client","12/8/2019 9:23:28 PM","2/16/2022 6:28:25 PM","46289176","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Volibear.en_US.wad.client","12/8/2019 9:23:30 PM","12/13/2021 6:17:02 PM","8102878","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Volibear.wad.client","12/8/2019 9:23:30 PM","2/16/2022 6:28:25 PM","39218464","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Warwick.en_US.wad.client","12/8/2019 9:23:31 PM","12/13/2021 6:17:02 PM","28455960","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Warwick.wad.client","12/8/2019 9:23:32 PM","2/16/2022 6:28:25 PM","51217997","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Xayah.en_US.wad.client","12/8/2019 9:23:35 PM","12/13/2021 6:17:02 PM","15109723","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Xayah.wad.client","12/8/2019 9:23:36 PM","2/16/2022 6:28:25 PM","71756035","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Xerath.en_US.wad.client","12/8/2019 9:23:39 PM","12/13/2021 6:17:02 PM","7921726","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Xerath.wad.client","12/8/2019 9:23:40 PM","2/16/2022 6:28:25 PM","32886115","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\XinZhao.en_US.wad.client","12/8/2019 9:23:41 PM","12/13/2021 6:17:02 PM","4394141","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\XinZhao.wad.client","12/8/2019 9:23:41 PM","2/16/2022 6:28:25 PM","34363459","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Yasuo.en_US.wad.client","12/8/2019 9:23:43 PM","12/13/2021 6:17:02 PM","31414206","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Yasuo.wad.client","12/8/2019 9:23:44 PM","2/16/2022 6:28:25 PM","70691360","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Yone.en_US.wad.client","8/5/2020 7:03:14 PM","12/13/2021 6:17:03 PM","13098436","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Yone.wad.client","8/5/2020 7:03:15 PM","2/16/2022 6:28:25 PM","44737251","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Yorick.en_US.wad.client","12/8/2019 9:23:48 PM","12/13/2021 6:17:03 PM","7330801","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Yorick.wad.client","12/8/2019 9:23:50 PM","2/16/2022 6:28:25 PM","68049531","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Yuumi.en_US.wad.client","12/8/2019 9:23:52 PM","12/13/2021 6:17:03 PM","4644900","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Yuumi.wad.client","12/8/2019 9:23:53 PM","2/16/2022 6:28:25 PM","56471966","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zac.en_US.wad.client","12/8/2019 9:23:54 PM","12/13/2021 6:17:03 PM","4068970","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zac.wad.client","12/8/2019 9:23:54 PM","2/16/2022 6:28:25 PM","32161985","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zed.en_US.wad.client","12/8/2019 9:23:56 PM","12/13/2021 6:17:03 PM","16727019","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zed.wad.client","12/8/2019 9:23:57 PM","2/16/2022 6:28:25 PM","62775326","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zeri.en_US.wad.client","1/31/2022 7:36:31 PM","1/31/2022 7:36:31 PM","3086849","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zeri.wad.client","1/31/2022 7:36:31 PM","2/16/2022 6:28:25 PM","16668866","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Ziggs.en_US.wad.client","12/8/2019 9:23:59 PM","12/13/2021 6:17:03 PM","2595294","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Ziggs.wad.client","12/8/2019 9:23:59 PM","2/16/2022 6:28:25 PM","36848028","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zilean.en_US.wad.client","12/8/2019 9:24:00 PM","12/13/2021 6:17:03 PM","454086","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zilean.wad.client","12/8/2019 9:24:00 PM","2/16/2022 6:28:25 PM","17498900","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zoe.en_US.wad.client","12/8/2019 9:24:01 PM","12/13/2021 6:17:03 PM","24607548","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zoe.wad.client","12/8/2019 9:24:03 PM","2/16/2022 6:28:25 PM","39847077","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zyra.en_US.wad.client","12/8/2019 9:24:05 PM","12/13/2021 6:17:03 PM","3854983","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Zyra.wad.client","12/8/2019 9:24:05 PM","2/16/2022 6:28:25 PM","60901334","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\DATA.wad.client","12/8/2019 9:24:08 PM","2/16/2022 6:28:25 PM","165936935","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\DATA2.wad.client","2/20/2020 1:55:07 PM","2/16/2022 6:28:25 PM","70218034","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Global.wad.client","12/8/2019 9:24:44 PM","2/16/2022 6:28:28 PM","363562834","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Localized","12/8/2019 9:24:48 PM","12/8/2019 9:24:48 PM",,"DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Localized\Global.en_GB.wad.client","12/8/2019 9:24:48 PM","2/16/2022 6:28:28 PM","1356732","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Localized\Global.en_US.wad.client","12/8/2019 9:24:48 PM","2/16/2022 6:28:28 PM","1357792","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps","12/8/2019 9:24:48 PM","12/8/2019 9:24:48 PM",,"DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping","12/8/2019 9:24:48 PM","8/3/2020 9:23:53 PM",,"DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Common.en_US.wad.client","12/8/2019 9:24:48 PM","12/13/2021 6:17:05 PM","883019","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Common.wad.client","12/8/2019 9:24:48 PM","2/16/2022 6:28:28 PM","130476379","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\CommonLEVELS.wad.client","12/8/2019 9:24:56 PM","12/13/2021 6:17:06 PM","308","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map11.en_US.wad.client","12/8/2019 9:25:06 PM","12/13/2021 6:17:06 PM","46957549","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map11.wad.client","12/8/2019 9:25:09 PM","2/16/2022 6:28:30 PM","799854466","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map11LEVELS.wad.client","12/8/2019 9:25:44 PM","12/13/2021 6:17:10 PM","15336108","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map12.en_US.wad.client","12/8/2019 9:26:09 PM","12/13/2021 6:17:10 PM","98790543","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map12.wad.client","12/8/2019 9:26:15 PM","2/16/2022 6:28:32 PM","509083675","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map12LEVELS.wad.client","12/8/2019 9:26:32 PM","12/13/2021 6:17:11 PM","2377653","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map21.en_US.wad.client","8/3/2020 9:23:34 PM","12/13/2021 6:17:11 PM","17221266","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map21.wad.client","8/3/2020 9:23:34 PM","2/16/2022 6:28:32 PM","487919292","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map21LEVELS.wad.client","8/3/2020 9:23:53 PM","12/13/2021 6:17:12 PM","1907031","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map22.en_US.wad.client","12/8/2019 9:26:32 PM","2/16/2022 6:28:33 PM","19063985","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map22.wad.client","12/8/2019 9:26:33 PM","2/16/2022 6:28:40 PM","1047028436","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Maps\Shipping\Map22LEVELS.wad.client","12/8/2019 9:26:49 PM","12/13/2021 6:17:12 PM","882137","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Scripts.wad.client","12/8/2019 9:26:49 PM","2/16/2022 6:28:40 PM","4750027","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\ShaderCache.dx11.wad.client","5/17/2020 8:46:08 PM","2/16/2022 6:28:40 PM","6824307","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\ShaderCache.dx9.wad.client","12/8/2019 9:26:49 PM","2/16/2022 6:28:41 PM","9914321","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Shaders","12/8/2019 9:26:51 PM","12/8/2019 9:26:51 PM",,"DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Shaders\Shaders.wad.client","12/8/2019 9:26:51 PM","2/16/2022 6:28:41 PM","17941813","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\UI.en_GB.wad.client","12/8/2019 9:26:51 PM","12/13/2021 6:17:13 PM","41888","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\UI.en_US.wad.client","12/8/2019 9:26:51 PM","12/13/2021 6:17:13 PM","45560","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\UI.wad.client","12/8/2019 9:26:51 PM","2/16/2022 6:28:41 PM","103707151","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\League of Legends.exe","12/8/2019 9:26:53 PM","2/16/2022 6:28:42 PM","27091472","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\LeagueCrashHandler.exe","12/8/2019 9:26:54 PM","2/16/2022 6:28:42 PM","748048","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\LogitechLed.dll","12/8/2019 9:26:54 PM","12/8/2019 9:26:54 PM","115192","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\stub.dll","12/8/2019 9:26:54 PM","2/16/2022 6:28:43 PM","9072656","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\GPUCache","3/5/2020 1:08:15 AM","8/15/2021 11:45:37 PM",,"DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\GPUCache\data_0","12/8/2019 9:19:59 PM","9/19/2021 10:04:03 PM","45056","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\GPUCache\data_1","12/8/2019 9:19:59 PM","9/19/2021 10:54:03 PM","532480","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\GPUCache\data_2","12/8/2019 9:19:59 PM","12/8/2019 9:19:59 PM","8192","DESKTOP-QEVLIJL\akamb"
