#TYPE Selected.System.IO.FileInfo
"FullName","CreationTime","LastWriteTime","Length","Owner"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Graves.wad.client","9/24/2019 7:47:01 PM","2/16/2022 6:28:17 PM","42445290","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Gwen.en_US.wad.client","4/14/2021 10:59:17 AM","12/13/2021 6:16:56 PM","6979215","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Gwen.wad.client","4/14/2021 10:59:19 AM","2/16/2022 6:28:17 PM","30824587","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Hecarim.en_US.wad.client","9/24/2019 7:47:09 PM","12/13/2021 6:16:56 PM","5192613","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Hecarim.wad.client","9/24/2019 7:47:09 PM","2/16/2022 6:28:17 PM","35394330","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Heimerdinger.en_US.wad.client","9/24/2019 7:47:09 PM","12/13/2021 6:16:56 PM","6232878","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Heimerdinger.wad.client","9/24/2019 7:47:09 PM","2/16/2022 6:28:17 PM","35355136","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Illaoi.en_US.wad.client","9/24/2019 7:47:10 PM","12/13/2021 6:16:56 PM","41627125","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Illaoi.wad.client","9/24/2019 7:47:10 PM","2/16/2022 6:28:17 PM","35406877","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Irelia.en_US.wad.client","9/24/2019 7:47:11 PM","12/13/2021 6:16:56 PM","31188593","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Irelia.wad.client","9/24/2019 7:47:14 PM","2/16/2022 6:28:17 PM","69063643","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Ivern.en_US.wad.client","9/24/2019 7:47:18 PM","12/13/2021 6:16:56 PM","25260633","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Ivern.wad.client","9/24/2019 7:47:21 PM","2/16/2022 6:28:17 PM","41801051","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Janna.en_US.wad.client","9/24/2019 7:47:22 PM","12/13/2021 6:16:56 PM","1998069","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Janna.wad.client","9/24/2019 7:47:22 PM","2/16/2022 6:28:17 PM","54226443","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\JarvanIV.en_US.wad.client","9/24/2019 7:47:24 PM","12/13/2021 6:16:56 PM","3186964","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\JarvanIV.wad.client","9/24/2019 7:47:24 PM","2/16/2022 6:28:17 PM","47707598","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Jax.en_US.wad.client","9/24/2019 7:47:27 PM","12/13/2021 6:16:56 PM","8787507","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Jax.wad.client","9/24/2019 7:47:27 PM","2/16/2022 6:28:17 PM","30405431","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Jayce.en_US.wad.client","9/24/2019 7:47:27 PM","12/13/2021 6:16:56 PM","3672009","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Jayce.wad.client","9/24/2019 7:47:27 PM","2/16/2022 6:28:17 PM","30507351","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Jhin.en_US.wad.client","9/24/2019 7:47:29 PM","12/13/2021 6:16:56 PM","29774522","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Jhin.wad.client","9/24/2019 7:47:34 PM","2/16/2022 6:28:17 PM","66995924","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Jinx.en_US.wad.client","9/24/2019 7:47:36 PM","12/13/2021 6:16:56 PM","11442941","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Jinx.wad.client","9/24/2019 7:47:37 PM","2/16/2022 6:28:17 PM","58014027","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kaisa.en_US.wad.client","9/24/2019 7:47:40 PM","12/13/2021 6:16:56 PM","40395503","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kaisa.wad.client","9/24/2019 7:47:44 PM","2/16/2022 6:28:17 PM","59423406","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kalista.en_US.wad.client","9/24/2019 7:47:47 PM","12/13/2021 6:16:56 PM","13377975","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kalista.wad.client","9/24/2019 7:47:48 PM","2/16/2022 6:28:17 PM","32428578","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Karma.en_US.wad.client","9/24/2019 7:47:50 PM","12/13/2021 6:16:56 PM","7123248","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Karma.wad.client","9/24/2019 7:47:50 PM","2/16/2022 6:28:17 PM","61011324","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Karthus.en_US.wad.client","9/24/2019 7:47:51 PM","12/13/2021 6:16:56 PM","14614391","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Karthus.wad.client","9/24/2019 7:47:52 PM","2/16/2022 6:28:17 PM","29316229","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kassadin.en_US.wad.client","9/24/2019 7:47:54 PM","12/13/2021 6:16:56 PM","1958610","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kassadin.wad.client","9/24/2019 7:47:54 PM","2/16/2022 6:28:18 PM","29812308","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Katarina.en_US.wad.client","9/24/2019 7:47:54 PM","12/13/2021 6:16:56 PM","7628221","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Katarina.wad.client","9/24/2019 7:47:55 PM","2/16/2022 6:28:18 PM","56679286","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kayle.en_US.wad.client","9/24/2019 7:47:56 PM","12/13/2021 6:16:56 PM","13277608","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kayle.wad.client","9/24/2019 7:47:58 PM","2/16/2022 6:28:18 PM","69644025","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kayn.en_US.wad.client","9/24/2019 7:48:00 PM","12/13/2021 6:16:56 PM","25459865","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kayn.wad.client","9/24/2019 7:48:04 PM","2/16/2022 6:28:18 PM","43698566","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kennen.en_US.wad.client","9/24/2019 7:48:05 PM","12/13/2021 6:16:56 PM","367508","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kennen.wad.client","9/24/2019 7:48:05 PM","2/16/2022 6:28:18 PM","23018703","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Khazix.en_US.wad.client","9/24/2019 7:48:06 PM","12/13/2021 6:16:57 PM","6535940","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Khazix.wad.client","9/24/2019 7:48:07 PM","2/16/2022 6:28:18 PM","56914981","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kindred.en_US.wad.client","9/24/2019 7:48:10 PM","12/13/2021 6:16:57 PM","4364600","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kindred.wad.client","9/24/2019 7:48:12 PM","2/16/2022 6:28:18 PM","42174921","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kled.en_US.wad.client","9/24/2019 7:48:12 PM","12/13/2021 6:16:58 PM","34229058","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Kled.wad.client","9/24/2019 7:48:13 PM","2/16/2022 6:28:18 PM","43202350","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\KogMaw.en_US.wad.client","9/24/2019 7:48:15 PM","12/13/2021 6:16:58 PM","1866240","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\KogMaw.wad.client","9/24/2019 7:48:15 PM","2/16/2022 6:28:18 PM","66331905","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Leblanc.en_US.wad.client","9/24/2019 7:48:17 PM","12/13/2021 6:16:58 PM","4476286","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Leblanc.wad.client","9/24/2019 7:48:17 PM","2/16/2022 6:28:18 PM","52787780","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\LeeSin.en_US.wad.client","9/24/2019 7:48:19 PM","12/13/2021 6:16:58 PM","15833325","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\LeeSin.wad.client","9/24/2019 7:48:21 PM","2/16/2022 6:28:18 PM","48990883","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Leona.en_US.wad.client","9/24/2019 7:48:23 PM","12/13/2021 6:16:58 PM","10316999","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Leona.wad.client","9/24/2019 7:48:23 PM","2/16/2022 6:28:18 PM","68164198","BUILTIN\Administrators"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lillia.en_US.wad.client","8/3/2020 9:23:12 PM","12/13/2021 6:17:00 PM","7658927","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lillia.wad.client","8/3/2020 9:23:12 PM","2/16/2022 6:28:18 PM","38076370","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lissandra.en_US.wad.client","12/8/2019 9:20:38 PM","12/13/2021 6:17:00 PM","5987395","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lissandra.wad.client","12/8/2019 9:20:38 PM","2/16/2022 6:28:18 PM","56631166","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lucian.en_US.wad.client","12/8/2019 9:20:39 PM","12/13/2021 6:17:00 PM","19382236","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lucian.wad.client","12/8/2019 9:20:41 PM","2/16/2022 6:28:18 PM","44293404","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lulu.en_US.wad.client","12/8/2019 9:20:42 PM","12/13/2021 6:17:00 PM","3090571","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lulu.wad.client","12/8/2019 9:20:42 PM","2/16/2022 6:28:18 PM","44467043","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lux.en_US.wad.client","12/8/2019 9:20:45 PM","12/13/2021 6:17:00 PM","30139081","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Lux.wad.client","12/8/2019 9:20:46 PM","2/16/2022 6:28:18 PM","77288304","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Malphite.en_US.wad.client","12/8/2019 9:20:50 PM","12/13/2021 6:17:00 PM","3900682","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Malphite.wad.client","12/8/2019 9:20:50 PM","2/16/2022 6:28:18 PM","53170830","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Malzahar.en_US.wad.client","12/8/2019 9:20:52 PM","12/13/2021 6:17:00 PM","2285135","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Malzahar.wad.client","12/8/2019 9:20:52 PM","2/16/2022 6:28:18 PM","47479762","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Maokai.en_US.wad.client","12/8/2019 9:20:53 PM","12/13/2021 6:17:00 PM","28953431","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Maokai.wad.client","12/8/2019 9:20:55 PM","2/16/2022 6:28:18 PM","45142370","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\MasterYi.en_US.wad.client","12/8/2019 9:20:57 PM","12/13/2021 6:17:00 PM","10769101","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\MasterYi.wad.client","12/8/2019 9:20:58 PM","2/16/2022 6:28:18 PM","48801412","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\MissFortune.en_US.wad.client","12/8/2019 9:20:59 PM","1/31/2022 7:36:25 PM","11123035","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\MissFortune.wad.client","12/8/2019 9:21:00 PM","2/16/2022 6:28:18 PM","53999893","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\MonkeyKing.en_US.wad.client","12/8/2019 9:21:04 PM","12/13/2021 6:17:01 PM","5739995","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\MonkeyKing.wad.client","12/8/2019 9:21:04 PM","2/16/2022 6:28:18 PM","32409229","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Mordekaiser.en_US.wad.client","12/8/2019 9:21:06 PM","1/5/2022 7:02:14 PM","18311035","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Mordekaiser.wad.client","12/8/2019 9:21:06 PM","2/16/2022 6:28:18 PM","52938589","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Morgana.en_US.wad.client","12/8/2019 9:21:08 PM","12/13/2021 6:17:01 PM","18119983","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Morgana.wad.client","12/8/2019 9:21:08 PM","2/16/2022 6:28:18 PM","70829109","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nami.en_US.wad.client","12/8/2019 9:21:11 PM","12/13/2021 6:17:01 PM","8300539","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nami.wad.client","12/8/2019 9:21:12 PM","2/16/2022 6:28:18 PM","52614079","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nasus.en_US.wad.client","12/8/2019 9:21:14 PM","12/13/2021 6:17:01 PM","9499913","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nasus.wad.client","12/8/2019 9:21:14 PM","2/16/2022 6:28:18 PM","53105516","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nautilus.en_US.wad.client","12/8/2019 9:21:16 PM","12/13/2021 6:17:01 PM","1796421","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nautilus.wad.client","12/8/2019 9:21:16 PM","2/16/2022 6:28:18 PM","31034369","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Neeko.en_US.wad.client","12/8/2019 9:21:17 PM","12/13/2021 6:17:01 PM","6413795","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Neeko.wad.client","12/8/2019 9:21:19 PM","2/16/2022 6:28:18 PM","38047915","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nidalee.en_US.wad.client","12/8/2019 9:21:21 PM","12/13/2021 6:17:01 PM","1908564","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nidalee.wad.client","12/8/2019 9:21:21 PM","2/16/2022 6:28:18 PM","57043498","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nocturne.en_US.wad.client","12/8/2019 9:21:22 PM","12/13/2021 6:17:01 PM","4428026","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nocturne.wad.client","12/8/2019 9:21:22 PM","2/16/2022 6:28:18 PM","28307402","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nunu.en_US.wad.client","12/8/2019 9:21:24 PM","12/13/2021 6:17:01 PM","42708393","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Nunu.wad.client","12/8/2019 9:21:27 PM","2/16/2022 6:28:18 PM","49312294","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Olaf.en_US.wad.client","12/8/2019 9:21:29 PM","12/13/2021 6:17:01 PM","1711798","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Olaf.wad.client","12/8/2019 9:21:29 PM","2/16/2022 6:28:18 PM","39940520","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Orianna.en_US.wad.client","12/8/2019 9:21:30 PM","1/31/2022 7:36:25 PM","735370","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Orianna.wad.client","12/8/2019 9:21:30 PM","2/16/2022 6:28:19 PM","29825882","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Ornn.en_US.wad.client","12/8/2019 9:21:32 PM","12/13/2021 6:17:01 PM","4962593","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Ornn.wad.client","12/8/2019 9:21:33 PM","2/16/2022 6:28:19 PM","34368306","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Pantheon.en_US.wad.client","12/8/2019 9:21:34 PM","12/13/2021 6:17:01 PM","17792803","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Pantheon.wad.client","12/8/2019 9:21:36 PM","2/16/2022 6:28:19 PM","44180147","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Poppy.en_US.wad.client","12/8/2019 9:21:37 PM","12/13/2021 6:17:01 PM","7964272","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Poppy.wad.client","12/8/2019 9:21:37 PM","2/16/2022 6:28:19 PM","50278838","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Pyke.en_US.wad.client","12/8/2019 9:21:40 PM","12/13/2021 6:17:01 PM","23855462","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Pyke.wad.client","12/8/2019 9:21:43 PM","2/16/2022 6:28:19 PM","61959584","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Qiyana.en_US.wad.client","12/8/2019 9:21:46 PM","12/13/2021 6:17:01 PM","9685518","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Qiyana.wad.client","12/8/2019 9:21:47 PM","2/16/2022 6:28:19 PM","37839727","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Quinn.en_US.wad.client","12/8/2019 9:21:48 PM","12/13/2021 6:17:01 PM","2790442","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Quinn.wad.client","12/8/2019 9:21:48 PM","2/16/2022 6:28:19 PM","36167168","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rakan.en_US.wad.client","12/8/2019 9:21:50 PM","12/13/2021 6:17:01 PM","21770694","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rakan.wad.client","12/8/2019 9:21:52 PM","2/16/2022 6:28:19 PM","63176536","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rammus.en_US.wad.client","12/8/2019 9:21:54 PM","12/13/2021 6:17:01 PM","585347","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rammus.wad.client","12/8/2019 9:21:54 PM","2/16/2022 6:28:19 PM","26138063","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\RekSai.en_US.wad.client","12/8/2019 9:21:55 PM","12/13/2021 6:17:01 PM","5301432","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\RekSai.wad.client","12/8/2019 9:21:56 PM","2/16/2022 6:28:19 PM","46063867","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rell.en_US.wad.client","12/9/2020 7:30:26 PM","12/13/2021 6:17:01 PM","2673275","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rell.wad.client","12/9/2020 7:30:26 PM","2/16/2022 6:28:19 PM","21947082","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Renata.en_US.wad.client","2/16/2022 6:28:19 PM","2/16/2022 6:28:23 PM","10363779","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Renata.wad.client","2/16/2022 6:28:23 PM","2/16/2022 6:28:23 PM","17678624","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Renekton.en_US.wad.client","12/8/2019 9:22:01 PM","12/13/2021 6:17:01 PM","7879279","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Renekton.wad.client","12/8/2019 9:22:01 PM","2/16/2022 6:28:23 PM","48062195","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rengar.en_US.wad.client","12/8/2019 9:22:01 PM","12/13/2021 6:17:01 PM","5916294","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rengar.wad.client","12/8/2019 9:22:01 PM","2/16/2022 6:28:23 PM","45836343","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Riven.en_US.wad.client","12/8/2019 9:22:03 PM","12/13/2021 6:17:01 PM","9438093","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Riven.wad.client","12/8/2019 9:22:03 PM","2/16/2022 6:28:23 PM","51451850","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rumble.en_US.wad.client","12/8/2019 9:22:06 PM","12/13/2021 6:17:01 PM","5976783","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Rumble.wad.client","12/8/2019 9:22:07 PM","2/16/2022 6:28:23 PM","28697323","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Ryze.en_US.wad.client","12/8/2019 9:22:08 PM","1/5/2022 7:02:15 PM","4425752","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Ryze.wad.client","12/8/2019 9:22:09 PM","2/16/2022 6:28:23 PM","23823884","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Samira.en_US.wad.client","9/16/2020 11:40:37 PM","12/13/2021 6:17:01 PM","4817375","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Samira.wad.client","9/16/2020 11:40:38 PM","2/16/2022 6:28:23 PM","27986033","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sejuani.en_US.wad.client","12/8/2019 9:22:10 PM","2/2/2022 10:55:02 PM","3485476","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sejuani.wad.client","12/8/2019 9:22:10 PM","2/16/2022 6:28:23 PM","45536288","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Senna.en_US.wad.client","12/8/2019 9:22:13 PM","12/13/2021 6:17:01 PM","17601082","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Senna.wad.client","12/8/2019 9:22:13 PM","2/16/2022 6:28:23 PM","43975596","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Seraphine.en_US.wad.client","10/28/2020 8:06:27 PM","12/13/2021 6:17:01 PM","17748563","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Seraphine.wad.client","10/28/2020 8:06:28 PM","2/16/2022 6:28:23 PM","53006095","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sett.en_US.wad.client","1/8/2020 3:46:22 PM","12/13/2021 6:17:01 PM","11893205","DESKTOP-QEVLIJL\akamb"
"C:\Riot Games\League of Legends\Game\DATA\FINAL\Champions\Sett.wad.client","1/8/2020 3:46:23 PM","2/16/2022 6:28:23 PM","45993292","DESKTOP-QEVLIJL\akamb"
